variable,code,year,was,canonical
v359,7,2013,Male Sterilization,Esterilización masculina
v359,16,2013,Emergency contraception,Anticoncepción oral de emergencia
v359,18,2013,Specific method 2,Método específico 2
v359,10,2013,Other,Otro
v359,6,2013,Female Sterilization,Esterilización femenina
v359,12,2013,Abstinence,Abstinencia
v359,11,2013,Norplant,Norplant/Implantes
v359,14,2013,Female condom,Condón femenino
v359,13,2013,Lactational amenorrhea,Amenorrea por lactancia (MELA)
v359,15,2013,Foam or jelly,"Espuma, jalea, óvulos (vaginales)"
v359,2,2013,IUD,DIU
v359,9,2013,Withdrawal,Retiro
v359,3,2013,Injections,Inyecciones
v360,5,2013,Health concerns,Motivos de salud
v360,6,2013,"Access, availability","Acceso, disponibilidad"
v360,12,2013,"Diff.preg.,menopause",Dificil quedar embarazda/menopausia
v360,11,2013,Fatalistic,Fatalista
v360,14,2013,Other,Otro
v360,98,2013,Don't know,No sabe
v360,8,2013,Inconvenient to use,Uso inconveniente
v360,1,2013,Became pregnant,Quedó embarazada
v360,4,2013,Side effects,Efectos secundarios
v360,7,2013,Wanted more eff.meth,Deseaba método más efectivo
v360,13,2013,Marital dissolution,Disolución matrimonial
v360,2,2013,Wanted to become prg,Quería quedar embarazada
v360,9,2013,"Infreq.sex,husb away",Sexo poco frecuente/Marido ausente
v360,3,2013,Husband disapproved,Marido desaprobó
v360,10,2013,Cost,Costo
v361,4,2013,Never used,Nunca usado
v361,2,2013,Used since last birth,Usado desde el último nacimiento
v361,3,2013,Used before last birth,Usado antes del último nacimiento
v361,1,2013,Currently using,Actualmente usando
v362,4,2013,Unsure about use,No está seguro sobre el uso
v362,5,2013,Does not intend,No tiene la intención
v362,6,2013,Never had sex,Nunca tuve relaciones sexuales
v362,2,2013,Use later,Usar más tarde
v362,3,2013,Unsure about timing,No está seguro sobre el momento
v362,1,2013,In next 12 months,En los próximos 12 meses
v363,5,2013,Condom,Condón
v363,6,2013,Female Sterilization,Esterilización femenina
v363,12,2013,Abstinence,Abstinencia
v363,11,2013,Norplant,Norplant/Implantes
v363,14,2013,Female condom,Condón femenino
v363,1,2013,Pill,Píldora
v363,8,2013,Periodic Abstinence,Abstinencia periódica
v363,98,2013,Don't know,No sabe
v363,4,2013,Diaphragm,Diafragma
v363,7,2013,Male Sterilization,Esterilización masculina
v363,13,2013,Lactational amenorrhea,Amenorrea por lactancia (MELA)
v363,15,2013,Foam or jelly,"Espuma, jalea, óvulos (vaginales)"
v363,16,2013,Emergency contraception,Anticoncepción oral de emergencia
v363,2,2013,IUD,DIU
v363,9,2013,Withdrawal,Retiro
v363,3,2013,Injections,Inyección
v363,10,2013,Other,Otro
v364,4,2013,Does not intend to,No tiene la intención de
v364,5,2013,Never had sex,Nunca tuve relaciones sexuales
v364,2,2013,Using traditional method,Usando el método tradicional
v364,3,2013,Non-user intend to,No-usuario tiene la intención de
v364,1,2013,Using modern method,Usando el método moderno
v367,2,2013,Wanted later,Esperar más
v367,3,2013,Wanted no more,No quería más
v367,1,2013,Wanted then,Entonces
v372,0,2013,Package not seen,Paquete no visto
v372,1,2013,Package seen,Paquete visto
v372a,0,2013,Package not seen,Paquete no visto
v372a,1,2013,Package seen,Paquete visto
v375a,53,2013,Lack of access,Falta de acceso
v375a,27,2013,Pregnant,Embarazada
v375a,96,2013,Other,Otro
v375a,23,2013,Menopausal,Menopausia
v375a,25,2013,"Postpartum, breastf.",Postparto/Lactancia
v375a,34,2013,Religious prohibit.,Prohibición religiosa
v375a,98,2013,DK,No sabe
v375a,28,2013,Histerctomized,Histerectomìa
v375a,32,2013,Husband opposed,Esposo/compañero se opuso
v375a,52,2013,Fear side effects,Miedo a efectos secundarios
v375a,41,2013,Knows no method,No conoce ningún método
v375a,33,2013,Others opposed,Otros se oponen
v375a,42,2013,Knows no source,No conoce ninguna fuente
v375a,24,2013,"Subfecund, infecund",Infertilidad/Subfecundidad
v375a,21,2013,Not having sex,No tiene relaciones sexuales
v375a,11,2013,Not married,No casado
v375a,51,2013,Health concerns,Problemas de salud
v375a,56,2013,Interfere with body,Interfiere con procesos normales del cuerpo
v375a,26,2013,Wants more children,Quiere más hijas(os)
v375a,31,2013,Respondent opposed,Entrevistada se opone
v375a,55,2013,Inconvenient to use,Uso inconveniente
v375a,54,2013,Cost too much,Muy costoso
v375a,22,2013,Infrequent sex,Sexo poco frecuente
v376,53,2013,Lack of access,Falta de acceso
v376,96,2013,Other,Otro
v376,23,2013,"Menopausal, hyster.",Menopáusica/histerectomizada
v376,25,2013,Male infecund,Infertilidad hombre
v376,34,2013,Religious prohibit.,Prohibición religiosa
v376,98,2013,DK,No sabe
v376,32,2013,Husband opposed,Esposo/compañero se opuso
v376,52,2013,Fear side effects,Miedo a efectos secundarios
v376,41,2013,Knows no method,No conoce ningún método
v376,33,2013,Others opposed,Otros se oponen
v376,42,2013,Knows no source,No conoce ninguna fuente
v376,24,2013,"Subfecund, infecund",Infertilidad mujer
v376,11,2013,Not married,No casado
v376,51,2013,Health concerns,Problemas de salud
v376,56,2013,Interfere with body,Interfiere con procesos normales del cuerpo
v376,26,2013,Wants more children,Quiere más hijas(os)
v376,31,2013,Respondent opposed,Entrevistada se opone
v376,55,2013,Inconvenient to use,Uso inconveniente
v376,54,2013,Cost too much,Muy costoso
v376,22,2013,Infrequent sex,Sexo poco frecuente
v376a,1,2013,Yes,Si
v376a,8,2013,DK,No sabe
v379,17,2013,Campaign/fair,Campaña/feria
v379,96,2013,OTHER,Otro
v379,23,2013,Private doctor,Médico privado
v379,25,2013,Health worker NGO,ONG de trabajadores de la salud
v379,98,2013,DK,No sabe
v379,32,2013,Church,Iglesia
v379,16,2013,Center/Post ESSALUD,Centro/Correo ESSALUD
v379,18,2013,Other governemnt,Otro gobierno
v379,33,2013,Friends/relatives,Amigos/parientes
v379,24,2013,Clinic/FP post NGO,Clínica/FP post ONG
v379,12,2013,Health center MINSA,Centro de salud MINSA
v379,21,2013,Private clinic,Clínica privada
v379,95,2013,Automedication,Automedicación
v379,14,2013,Health worker MINSA,Trabajadora sanitaria MINSA
v379,31,2013,Shop/supermarket,Tienda/supermercado
v379,13,2013,Health post MINSA,Puesto de salud MINSA
v379,22,2013,Pharmacy,Farmacia
v380,5,2013,Private Pharmacy,Farmacia Privada
v380,6,2013,"Shop, church, friend","Tienda, iglesia, amigo"
v380,7,2013,Other,Otro
v380,2,2013,Govt Home/Comm deliv,Casa de Gobierno/Comm liv
v380,8,2013,Don't know,No sabe
v380,3,2013,NGO,ONG
v384a,1,2013,Yes,Si
v384b,1,2013,Yes,Si
v384c,1,2013,Yes,Si
v393,1,2013,Yes,Si
v394,1,2013,Yes,Si
v395,1,2013,Yes,Si
v3a00a,1,2013,Government hospital,Hospital del gobierno
v3a00b,1,2013,Govt. health center,Centro de salud del gobierno
v3a00c,1,2013,Govt. health post,Puesto de salud del gobierno
v3a00d,1,2013,Public mobile clinic,Clínica móvil pública
v3a00e,1,2013,Community health wrk,Trabajador de salud comunitario
v3a00f,1,2013,CS public sector,CS sector público
v3a00g,1,2013,CS public sector,CS sector público
v3a00h,1,2013,CS public sector,CS sector público
v3a00i,1,2013,Other public sector,Other sector público
v3a00j,1,2013,Private hosp./clinic,Hospítal/clínica particular
v3a00k,1,2013,Private pharmacy,Famacia privada
v3a00l,1,2013,Private doctor,Doctor privado
v3a00m,1,2013,Private mobile clin.,Clínica móvil privada
v3a00n,1,2013,Community health wrk,Trabajador de salud comunitario
v3a00o,1,2013,CS med. priv. sector,CS sector privado
v3a00p,1,2013,CS med. priv. sector,CS sector privado
v3a00q,1,2013,CS med. priv. sector,CS sector privado
v3a00r,1,2013,Oth med. priv. sect.,Otro sector privado
v3a00s,1,2013,Shop,Tienda
v3a00t,1,2013,Traditional pract.,Práctica tradicional
v3a00u,1,2013,CS oth. priv. sector,CS otro sector privavdo
v3a00v,1,2013,CS oth. priv. sector,CS otro sector privado
v3a00w,1,2013,CS oth. priv. sector,CS otro sector privado
v3a00x,1,2013,Other,Otro
v3a00y,0,2013,No: knows a source,No: conoce una fuente
v3a00y,1,2013,Yes: knows no source,Sí: no conoce ninguna fuente
v3a00z,1,2013,Yes,Si
v3a01,1,2013,Yes,Si
v3a01,8,2013,DK,No sabe
v3a02,1,2013,Yes,Si
v3a03,1,2013,Yes,Si
v3a04,1,2013,Yes,Si
v3a05,1,2013,Yes,Si
v3a06,1,2013,Yes,Si
v3a07,17,2013,Hospital/Other FFAA & PNP,Hospital/Otros de las FFAA & PNP
v3a07,19,2013,Other governemnt,Otro gobierno
v3a07,97,2013,Souce not asked,No se pregunto fuente
v3a07,96,2013,OTHER,Otro
v3a07,23,2013,Private doctor,Consultorio médico particular
v3a07,25,2013,Health worker NGO,Promotores de ONG
v3a07,98,2013,DK,No sabe
v3a07,32,2013,Church,Hospital/otro de la Iglesia
v3a07,16,2013,Center/Post ESSALUD,Policlìnico/Centro/Posta ESSALUD
v3a07,18,2013,Hospital/Other Local Govern.,Hospital/Otro de la Municipalidad
v3a07,33,2013,Friends/relatives,Amigos/parientes
v3a07,24,2013,Clinic/FP post NGO,Clínica /Posta de ONG
v3a07,12,2013,Health center MINSA,Centro de salud MINSA
v3a07,21,2013,Private clinic,Clínica particular
v3a07,95,2013,Automedication,Automedicación
v3a07,14,2013,Health worker MINSA,Promotor de salud  MINSA
v3a07,31,2013,Shop/supermarket,Tienda/supermercado/hostal
v3a07,13,2013,Health post MINSA,Puesto de salud MINSA
v3a07,22,2013,Pharmacy,Farmacia/botica
v3a08a,1,2013,Not married,No en unión
v3a08b,1,2013,Not having sex,No tiene relaciones sexuales
v3a08c,1,2013,Infrequent sex,Sexo poco frecuente
v3a08d,1,2013,Menopausal/hysterectomy,Menopáusica/histerectomizada
v3a08e,1,2013,Subfecund/infecund,Infertilidad de la mujer
v3a08f,1,2013,Postpartum amenorrheic,Amenorrea posparto
v3a08g,1,2013,Breastfeeding,Lactancia
v3a08h,1,2013,Fatalistic,Fatalista
v3a08i,1,2013,Respondent opposed,Entrevistada se opone
v3a08j,1,2013,Husband/partner opposed,Esposo/compañero se opone
v3a08k,1,2013,Others opposed,Otros se oponen
v3a08l,1,2013,Religious prohibition,Prohibición religiosa
v3a08m,1,2013,Knows no method,No conoce ningún método
v3a08n,1,2013,Knows no source,No conoce ninguna fuente
v3a08o,1,2013,Health concerns,Problemas de salud
v3a08p,1,2013,Fear of side effects,Miedo a los efectos secundarios
v3a08q,1,2013,Lack of access/too far,Falta de acceso/demasiado lejos
v3a08r,1,2013,Costs too much,Muy costoso
v3a08s,1,2013,Inconvenient to use,Uso inconveniente
v3a08t,1,2013,Interferes with bodys processes,Interfiere con procesos normales del cuerpo
v3a08u,1,2013,CS,Infertilidad masculina
v3a08x,1,2013,Other,Otra
v3a08z,1,2013,Don't know,No sabe
v3a09a,998,2013,Don't know,No sabe
v3a09b,998,2013,Don't know,No sabe
v401,1,2013,Yes,Sí
v404,1,2013,Yes,Sí
v405,1,2013,Yes,Sí
v406,1,2013,Yes,Sí
v407,96,2013,On demand,Lo que demanda
v408,96,2013,On demand,Lo que demanda
v409,1,2013,Yes,Sí
v409,8,2013,Don't know,No sabe
v409a,1,2013,Yes,Sí
v409a,8,2013,Don't know,No sabe
v410,1,2013,Yes,Sí
v410,8,2013,Don't know,No sabe
v410a,1,2013,Yes,Sí
v410a,8,2013,Don't know,No sabe
v411,1,2013,Yes,Sí
v411,8,2013,Don't know,No sabe
v411a,1,2013,Yes,Sí
v411a,8,2013,Don't know,No sabe
v412,1,2013,Yes,Sí
v412,8,2013,Don't know,No sabe
v412a,1,2013,Yes,Sí
v412a,8,2013,Don't know,No sabe
v412b,1,2013,Yes,Sí
v412b,8,2013,Don't know,No sabe
v413,1,2013,Yes,Sí
v413,8,2013,Don't know,No sabe
v413a,1,2013,Yes,Sí
v413a,8,2013,Don't know,No sabe
v413b,1,2013,Yes,Sí
v413b,8,2013,Don't know,No sabe
v413c,1,2013,Yes,Sí
v413c,8,2013,Don't know,No sabe
v413d,1,2013,Yes,Sí
v413d,8,2013,Don't know,No sabe
v414a,1,2013,Yes,Sí
v414a,8,2013,Don't know,No sabe
v414b,1,2013,Yes,Sí
v414b,8,2013,Don't know,No sabe
v414c,1,2013,Yes,Sí
v414c,8,2013,Don't know,No sabe
v414d,1,2013,Yes,Sí
v414d,8,2013,Don't know,No sabe
v414e,1,2013,Yes,Sí
v414e,8,2013,Don't know,No sabe
v414f,1,2013,Yes,Sí
v414f,8,2013,Don't know,No sabe
v414g,1,2013,Yes,Sí
v414g,8,2013,Don't know,No sabe
v414h,1,2013,Yes,Sí
v414h,8,2013,Don't know,No sabe
v414i,1,2013,Yes,Sí
v414i,8,2013,Don't know,No sabe
v414j,1,2013,Yes,Sí
v414j,8,2013,Don't know,No sabe
v414k,1,2013,Yes,Sí
v414k,8,2013,Don't know,No sabe
v414l,1,2013,Yes,Sí
v414l,8,2013,Don't know,No sabe
v414m,1,2013,Yes,Sí
v414m,8,2013,Don't know,No sabe
v414n,1,2013,Yes,Sí
v414n,8,2013,Don't know,No sabe
v414o,1,2013,Yes,Sí
v414o,8,2013,Don't know,No sabe
v414p,1,2013,Yes,Sí
v414p,8,2013,Don't know,No sabe
v414q,1,2013,Yes,Sí
v414q,8,2013,Don't know,No sabe
v414r,1,2013,Yes,Sí
v414r,8,2013,Don't know,No sabe
v414s,1,2013,Yes,Sí
v414s,8,2013,Don't know,No sabe
v414t,1,2013,Yes,Sí
v414t,8,2013,Don't know,No sabe
v414u,1,2013,Yes,Sí
v414u,8,2013,Don't know,No sabe
v415,1,2013,Yes,Sí
v415,8,2013,DK,No sabe
v416,2,2013,Heard of ORS,Ha oído de ORS
v416,0,2013,Never heard of,Nunca escuché de ORS
v416,1,2013,Used ORS,Ha usado ORS
v426,0,2013,Immediately,Inmediatamente
v439,9998,2013,Flagged cases,Casos marcados
v440,9998,2013,Flagged cases,Casos marcados
v444a,9998,2013,Flagged cases,Casos marcados
v445,9998,2013,Flagged cases,Casos marcados
v446,9998,2013,Flagged cases,Casos marcados
v447,4,2013,Refused,Rechazó
v447,6,2013,Other,Otro
v447,3,2013,Not present,No presente
v447,0,2013,Measured,Medida
v452a,2,2013,Age 18 or older,18 años o más
v452a,1,2013,Under age 18,Menores de 18 años
v452b,0,2013,Not in household,No en el hogar
v452c,2,2013,Parent/other refused,Padre/otro se negó
v452c,3,2013,Respondent refused,Entrevistada se negó
v452c,1,2013,Granted,Aceptó
v454,0,2013,No/don't know,No/no sabe
v454,1,2013,Yes,Sí
v455,4,2013,Refused,Rechazo
v455,6,2013,Other,Otro
v455,3,2013,Not present,No presente
v455,0,2013,Measured,Medido
v457,4,2013,Not anemic,No anémico
v457,2,2013,Moderate,Moderar
v457,3,2013,Mild,Templado
v457,1,2013,Severe,Grave
v458,1,2013,Yes,Sí
v459,1,2013,Yes,Sí
v460,2,2013,Some children,Algunos niños
v460,3,2013,No bednet in HH,Sin mosquitera en HH
v460,1,2013,All children,Todos los niños
v461,1,2013,Yes,Sí
v462,2,2013,Never prepared meal,Comida nunca preparada
v462,1,2013,Yes,Sí
v463a,1,2013,Yes,Sí
v463b,1,2013,Yes,Sí
v463c,1,2013,Yes,Sí
v463d,1,2013,Yes,Sí
v463e,1,2013,Yes,Sí
v463f,1,2013,Yes,Sí
v463g,1,2013,Yes,Sí
v463x,1,2013,"Yes, smokes nothing","Sí, no fuma nada"
v463z,0,2013,No,Si fuma
v463z,1,2013,"Yes, smokes nothing",No fuma
v463z,1,2019,"Sí, no fuma nada",No fuma
v465,5,2013,Buried,Enterrado
v465,6,2013,Rinse away,Enjuagarse
v465,12,2013,River,Lo tira en el río/acequia
v465,11,2013,Burn in yard,Lo quema en el patio
v465,96,2013,Other,Otro
v465,8,2013,Use washable diapers,Usa pañales lavables
v465,1,2013,Always use toilet/latrine,Siempre use inodoro/letrina
v465,4,2013,Throw into garbage,Lo bota en la basura
v465,7,2013,Use disposable diapers,Usa pañales desechables
v465,2,2013,Put/rinsed in toilet/latrine,Lo tira en inodoro/letrina
v465,9,2013,Left in the open/not disposed of,No hace nada/lo deja en el suelo
v465,3,2013,Put/rinsed into drain or ditch,Lo bota en el lavadero
v465,10,2013,Throw in yard/countryside,Lo tira en el patio/campo
v466,1,2013,Yes,Sí
v466,2,2013,Depends,Depende
v466,8,2013,DK,No sabe
v467a,0,2013,No problem,No hay problema
v467a,1,2013,Big problem,Gran problema
v467b,0,2013,No problem,No hay problema
v467b,1,2013,Big problem,Gran problema
v467c,0,2013,No problem,No hay problema
v467c,1,2013,Big problem,Gran problema
v467d,0,2013,No problem,No hay problema
v467d,1,2013,Big problem,Gran problema
v467e,0,2013,No problem,No hay problema
v467e,1,2013,Big problem,Gran problema
v467f,0,2013,No problem,No hay problema
v467f,1,2013,Big problem,Gran problema
v467g,0,2013,No problem,No hay problema
v467g,1,2013,Big problem,Gran problema
v467h,0,2013,No problem,No hay problema
v467h,1,2013,Big problem,Gran problema
v467i,0,2013,No problem,No hay problema
v467i,1,2013,Big problem,Gran problema
v467j,0,2013,No problem,No hay problema
v467j,1,2013,Big problem,Gran problema
v467k,0,2013,No problem,No hay problema
v467k,1,2013,Big problem,Gran problema
v467l,0,2013,No problem,No hay problema
v467l,1,2013,Big problem,Gran problema
v467m,0,2013,No problem,No hay problema
v467m,1,2013,Big problem,Gran problema
v468,1,2013,Only last birth,Solo el último nacimiento
v471a,1,2013,Yes,Sí
v471a,8,2013,Don't know,No sabe
v471b,1,2013,Yes,Sí
v471b,8,2013,Don't know,No sabe
v471c,1,2013,Yes,Sí
v471c,8,2013,Don't know,No sabe
v471d,1,2013,Yes,Sí
v471d,8,2013,Don't know,No sabe
v471e,1,2013,Yes,Sí
v471e,8,2013,Don't know,No sabe
v471f,1,2013,Yes,Sí
v471f,8,2013,Don't know,No sabe
v471g,1,2013,Yes,Sí
v471g,8,2013,Don't know,No sabe
v472a,1,2013,Yes,Sí
v472a,8,2013,Don't know,No sabe
v472b,1,2013,Yes,Sí
v472b,8,2013,Don't know,No sabe
v472c,1,2013,Yes,Sí
v472c,8,2013,Don't know,No sabe
v472d,1,2013,Yes,Sí
v472d,8,2013,Don't know,No sabe
v472e,1,2013,Yes,Sí
v472e,8,2013,Don't know,No sabe
v472f,1,2013,Yes,Sí
v472f,8,2013,Don't know,No sabe
v472g,1,2013,Yes,Sí
v472g,8,2013,Don't know,No sabe
v472h,1,2013,Yes,Sí
v472h,8,2013,Don't know,No sabe
v472i,1,2013,Yes,Sí
v472i,8,2013,Don't know,No sabe
v472j,1,2013,Yes,Sí
v472j,8,2013,Don't know,No sabe
v472k,1,2013,Yes,Sí
v472k,8,2013,Don't know,No sabe
v472l,1,2013,Yes,Sí
v472l,8,2013,Don't know,No sabe
v472m,1,2013,Yes,Sí
v472m,8,2013,Don't know,No sabe
v472n,1,2013,Yes,Sí
v472n,8,2013,Don't know,No sabe
v472o,1,2013,Yes,Sí
v472o,8,2013,Don't know,No sabe
v472p,1,2013,Yes,Sí
v472p,8,2013,Don't know,No sabe
v472q,1,2013,Yes,Sí
v472q,8,2013,Don't know,No sabe
v472r,1,2013,Yes,Sí
v472r,8,2013,Don't know,No sabe
v472s,1,2013,Yes,Sí
v472s,8,2013,Don't know,No sabe
v472t,1,2013,Yes,Sí
v472t,8,2013,Don't know,No sabe
v472u,1,2013,Yes,Sí
v472u,8,2013,Don't know,No sabe
v473a,2,2013,Parent/other refused,Padre/otro se negó
v473a,3,2013,Respondent refused,Emtravistada se negó
v473a,1,2013,Granted,Concedido
v473b,6,2013,Other,Otro
v473b,2,2013,Not present,No presente
v473b,3,2013,Refused,Rehusó
v473b,1,2013,Blood taken,Sangre tomada
v474,1,2013,Yes,Sí
v474a,1,2013,Yes,Sí
v474b,1,2013,Yes,Sí
v474c,1,2013,Yes,Sí
v474d,1,2013,Yes,Sí
v474e,1,2013,Yes,Sí
v474f,1,2013,Yes,Sí
v474g,1,2013,Yes,Sí
v474h,1,2013,Yes,Sí
v474i,1,2013,Yes,Sí
v474j,1,2013,Yes,Sí
v474x,1,2013,Yes,Sí
v474z,1,2013,Yes,Sí
v475,1,2013,Yes,Sí
v475,8,2013,Don't know,No sabe
v476,1,2013,"Yes, remain a secret",Sí
v476,8,2013,Don't know / not sure / depends,No sabe/no esta segura/depende
v477,0,2013,None,Ninguna
v477,98,2013,Don't know,No sabe
v478,0,2013,None,Ninguna
v478,98,2013,Don't know,No sabe
v479,17,2013,Hospital/Others Local Government,Hospital/Otros Local Gov
v479,19,2013,Other government,Otro gobierno
v479,96,2013,Other,Otro
v479,23,2013,Private doctor,Médico privado
v479,20,2013,PRIVATE MEDICAL,Médico privado
v479,32,2013,Hospital/Other Church,Hospital/Otra Iglesia
v479,41,2013,Home,Casa
v479,16,2013,Hospital/Other FFAA & PNP,Hospital/Otros FFAA y PNP
v479,10,2013,PUBLIC SECTOR,Sector Público
v479,24,2013,NGO clinic/FP post,Clínica de ONG/publicación FP
v479,12,2013,Health center MINSA,Centro de salud MINSA
v479,21,2013,Private clinic,Clínica privada
v479,26,2013,Other private medical,Otro médico privado
v479,30,2013,OTHERS NON-MEDICAL,Otros no Médicos
v479,13,2013,Health post MINSA,Puesto de salud MINSA
v479,22,2013,Pharmacy,Farmacia
v479,15,2013,Center/post ESSALUD,Centro/publicar ESSALUD
v480,1,2013,Yes,Sí
v480,8,2013,Don't know,No sabe
v481,1,2013,Yes,Sí
v481a,1,2013,Yes,Sí
v481b,1,2013,Yes,Sí
v481c,1,2013,Yes,Sí
v481d,1,2013,Yes,Sí
v481e,1,2013,Yes,Sí
v481f,1,2013,Yes,Sí
v481g,1,2013,Yes,Sí
v481h,1,2013,Yes,Sí
v481x,1,2013,Yes,Sí
v482a,1,2013,Yes,Sí
v482a,8,2013,Unsure,Inseguro
v482b,1,2013,Yes,Sí
v482c,1,2013,Yes,Sí
v482c,8,2013,Unsure,Inseguro
v501,4,2013,Divorced,Divorciada
v501,5,2013,Not living together,No viven juntos
v501,2,2013,Living together,Viviendo juntos
v501,3,2013,Widowed,Viuda
v501,0,2013,Never married,Nunca casada
v501,1,2013,Married,Casado
v502,2,2013,Formerly married,Anteriormente casada
v502,0,2013,Never married,Nunca casada
v502,1,2013,Currently married,Actualmente casada
v503,2,2013,More than once,Mas de una vez
v503,1,2013,Once,Una vez
v504,2,2013,Staying elsewhere,Vive en otro sitio
v504,1,2013,Living with her,Vive con ella
v505,0,2013,No other wives,No otras esposas
v505,98,2013,Don't know,No sabe
v506,98,2013,Don't know,No sabe
v510,5,2013,"Year - a, m imp",Tiene año - imputa mes
v510,6,2013,"Age - y, m imp",Tiene edad - imputa mes año
v510,7,2013,"Month - a, y imp",Tiene mes - imputa año
v510,2,2013,Month and age -y imp,Tiene mes y edad - imputa año
v510,8,2013,None - all imp,Ninguno - imputa todo
v510,3,2013,Year and age - m imp,Tiene año y edad - imputa mes
v510,1,2013,Month and year,Tiene mes y año
v513,4,2013,15-19,De 15 a 19 años
v513,5,2013,20-24,De 20 a 24 años
v513,6,2013,25-29,De 25 a 29 años
v513,7,2013,30+,De 30 a más años
v513,2,2013,5-9,De 5 a 9 años
v513,3,2013,10-14,De 10 a 14 años
v513,0,2013,Never married,Nunca casada
v513,1,2013,0-4,De 0 a 4 años
v525,96,2013,At first union,En la primera union
v525,0,2013,Not had intercourse,Nunca tuvo relaciones sexuales
v527,401,2013,Years: 1,Años:
v527,201,2013,Weeks: 1,Semanas:
v527,101,2013,Days: 1,Días:
v527,100,2013,<1 day ago,Menos de un día
v527,301,2013,Months: 1,Meses:
v528,31,2013,31+ days,31 ó más días
v529,997,2013,Inconsistent,Inconsistente
v530,5,2013,"96, but curr.preg.","96, pero act emb"
v530,6,2013,"96, but resumed sex","96, pero reanudó el sexo"
v530,0,2013,No flag,Sin marcador
v530,8,2013,"N, inconsis 4 weeks","N, inconsis 4 semanas"
v530,1,2013,N > int. since birth,N> int. desde el nacimiento
v530,4,2013,"96, but no birth","96, pero sin nacimiento"
v530,7,2013,"N, last sex bef preg","N, último sexo antes de"
v530,2,2013,N + abst. > interval,N + abst. > intervalo
v530,3,2013,"N, but sex not res.","N, pero el sexo no res."
v531,97,2013,Inconsistent,Inconsistente
v531,0,2013,Not had intercourse,No tuve relaciones sexuales
v531,98,2013,Don't know,No sabe
v532,4,2013,"At marr, never marr","En marr, nunca marr"
v532,5,2013,"At marr,after concep","En marr, despues de concep"
v532,6,2013,After marriage,Despues del matrimonio
v532,2,2013,After concep >= 1 yr,Después de concep> = 1 año
v532,3,2013,After concep < 1 yr,Después de concep <1 año
v532,0,2013,No flag,Sin bandera
v532,1,2013,After interview,Despues de la entrevista
v535,2,2013,Lived with a man,"Sí, convivió"
v535,1,2013,Formerly married,"Sí, estuvo casada"
v536,2,2013,Not active in last 4 weeks - postpartum abst.,No activo en las últimas 4 semanas - abstinencia postparto
v536,3,2013,Not active in last 4 weeks - not postpartum abst.,No activo en las últimas 4 semanas - no abstinencia postparto
v536,0,2013,Never had intercourse,Nunca tuvo relaciones sexuales
v536,1,2013,Active in last 4 weeks,Activo en las últimas 4 semanas
v537,60,2013,60+,60 meses o más
v537,97,2013,Inconsistent,Inconsistente
v538,2,2013,Divorce,Divorcio
v538,3,2013,Separation,Separación
v538,1,2013,Death / widowhood,Muerte/viudez
v539,4,2013,Spouse's family,Familia del cónyuge
v539,6,2013,Other,Otro
v539,7,2013,No property,Sin propiedad
v539,2,2013,Other wife,Otra esposa
v539,3,2013,Spouse's children,Hijos del cónyuge
v539,1,2013,Respondent,Informante
v540,1,2013,Yes,Sí
v541,1,2013,Yes,Sí
v541,8,2013,Don't know / unsure,No sabe/insegura
v602,4,2013,Sterilized,Esterilizada
v602,5,2013,Declared infecund,Infertilidad
v602,2,2013,Undecided,No sabe/insegura
v602,3,2013,No more,No más/ninguno
v602,1,2013,Have another,Tener un/otro hijo
v603,996,2013,"Other, Non-numeric","Otro, No numérico"
v603,998,2013,Don't know,No sabe
v603,994,2013,"Soon, now","Pronto, ahora"
v603,993,2013,After marriage,Despues del matrimonio
v604,4,2013,4 years,4 años
v604,5,2013,5 years,5 años
v604,6,2013,6+ years,6 ó más años
v604,7,2013,Non-numeric,No numérico
v604,2,2013,2 years,2 años
v604,8,2013,Don't know,No sabe
v604,3,2013,3 years,3 años
v604,0,2013,<12 months,De 0 a 11 meses
v604,1,2013,1 year,1 año
v605,4,2013,Undecided,Indecisa
v605,5,2013,Wants no more,No quiere mas
v605,6,2013,Sterilized,Esterilizada
v605,7,2013,Declared infecund,Infértil
v605,2,2013,Wants after 2+ years,Quiere después de 2 ó más años
v605,3,2013,"Wants, unsure timing","Quiere, no está seguro de tiempo"
v605,1,2013,Wants within 2 years,Quiere dentro de 2 años
v613,96,2013,Non-numeric response,Respuesta no numérica
v614,7,2013,Non-numeric response,Respuesta no numérica
v614,6,2013,6+,6 ó más
v616,996,2013,Other,Otro
v616,998,2013,DK,No sabe
v616,994,2013,Soon/now,Pronto/ahora
v616,993,2013,After marriage,Despues del matrimonio
v616,995,2013,Can't get pregnant,No puede quedar embarazada
v621,1,2013,Both want same,Ambos quieren el mismo número
v621,2,2013,Husband wants more,Quiere más hijas/hijos
v621,3,2013,Husband wants fewer,Quiere menos hijas/hijos
v621,8,2013,DK,No sabe
v623,2,2013,Amenorrheic,Amenorrea
v623,3,2013,"Infecund, menopausal","Infértil, menopausia"
v623,0,2013,Fecund,Fértil
v623,1,2013,Pregnant,Embarazada
v624,5,2013,Spacing failure,Falla de espacio
v624,6,2013,Limiting failure,Falla de límite
v624,0,2013,Never had sex,Nunca tuvo relaciones sexuales
v624,8,2013,"No sex, want to wait","No sexo, quiere esperar"
v624,1,2013,Unmet need to space,NeceSIDAd insatisfecha de espacio
